Channel,Frequency,UpperLimit[ft],LowerLimit[ft],DepthValid,Depth[ft],WaterTempValid,WaterTemp[C],WaterSpeedValid,WaterSpeed[kn],PositionValid,PositionX,PositionY,TimeOffset[ms],SpeedValid,Speed[kn],TrackValid,Track[rad],AltitudeValid,Altitude[ft],HeadingValid,Heading[rad]
Primary,200kHz,0.000000,32.799999,T,9.313000,T,12.440002,F,0.000000,T,18427570,8468153,131629,T,3.382289,T,1.989675,T,-2.723097,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.293000,T,12.440002,F,0.000000,T,18427570,8468153,131725,T,3.382289,T,1.989675,T,-2.723097,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.245000,T,12.440002,F,0.000000,T,18427571,8468152,131835,T,3.285097,T,1.972222,T,-2.723097,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.178000,T,12.440002,F,0.000000,T,18427571,8468152,131942,T,3.285097,T,1.972222,T,-2.723097,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.116000,T,12.440002,F,0.000000,T,18427571,8468152,132052,T,3.285097,T,1.972222,T,-2.723097,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.115000,T,12.440002,F,0.000000,T,18427571,8468152,132158,T,3.285097,T,1.937316,T,-2.493438,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.117000,T,12.440002,F,0.000000,T,18427572,8468152,132268,T,3.285097,T,1.937316,T,-2.493438,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.076000,T,12.440002,F,0.000000,T,18427573,8468152,132467,T,3.382289,T,1.919862,T,-2.493438,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.005000,T,12.440002,F,0.000000,T,18427574,8468151,132575,T,3.382289,T,1.919862,T,-2.493438,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.029000,T,12.440002,F,0.000000,T,18427574,8468151,132686,T,3.382289,T,1.919862,T,-2.493438,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.005000,T,12.440002,F,0.000000,T,18427574,8468151,132792,T,3.382289,T,1.919862,T,-2.493438,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.016000,T,12.440002,F,0.000000,T,18427574,8468151,132901,T,3.382289,T,1.919862,T,-2.493438,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.061000,T,12.440002,F,0.000000,T,18427574,8468151,133008,T,3.382289,T,1.919862,T,-2.493438,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.080000,T,12.440002,F,0.000000,T,18427574,8468151,133111,T,3.382289,T,1.919862,T,-2.493438,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.093000,T,12.440002,F,0.000000,T,18427575,8468151,133219,T,3.285097,T,1.902409,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.095000,T,12.440002,F,0.000000,T,18427576,8468151,133322,T,3.285097,T,1.902409,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.161000,T,12.440002,F,0.000000,T,18427576,8468150,133432,T,3.382289,T,1.902409,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.160000,T,12.440002,F,0.000000,T,18427576,8468150,133533,T,3.382289,T,1.902409,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.160000,T,12.440002,F,0.000000,T,18427576,8468150,133539,T,3.382289,T,1.902409,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.132000,T,12.440002,F,0.000000,T,18427577,8468150,133649,T,3.382289,T,1.902409,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.090000,T,12.440002,F,0.000000,T,18427577,8468150,133756,T,3.382289,T,1.919862,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.076000,T,12.440002,F,0.000000,T,18427578,8468150,133863,T,3.382289,T,1.919862,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.029000,T,12.440002,F,0.000000,T,18427578,8468150,133973,T,3.382289,T,1.937316,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.987000,T,12.440002,F,0.000000,T,18427578,8468150,134071,T,3.382289,T,1.937316,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.963000,T,12.440002,F,0.000000,T,18427579,8468150,134178,T,3.382289,T,1.937316,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.007000,T,12.440002,F,0.000000,T,18427579,8468150,134288,T,3.382289,T,1.919862,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.028000,T,12.440002,F,0.000000,T,18427579,8468150,134393,T,3.382289,T,1.919862,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.044000,T,12.440002,F,0.000000,T,18427580,8468149,134502,T,3.382289,T,1.919862,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.048000,T,12.440002,F,0.000000,T,18427580,8468149,134608,T,3.382289,T,1.919862,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.072000,T,12.440002,F,0.000000,T,18427580,8468149,134710,T,3.382289,T,1.919862,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.083000,T,12.440002,F,0.000000,T,18427580,8468149,134817,T,3.285097,T,1.884956,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.101000,T,12.440002,F,0.000000,T,18427581,8468149,134919,T,3.285097,T,1.884956,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.110000,T,12.440002,F,0.000000,T,18427582,8468149,135022,T,3.285097,T,1.867502,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.145000,T,12.440002,F,0.000000,T,18427582,8468149,135126,T,3.285097,T,1.867502,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.209000,T,12.440002,F,0.000000,T,18427582,8468149,135231,T,3.285097,T,1.867502,T,-2.066929,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.188000,T,12.440002,F,0.000000,T,18427582,8468149,135334,T,3.285097,T,1.867502,T,-2.066929,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.240000,T,12.440002,F,0.000000,T,18427582,8468149,135439,T,3.285097,T,1.867502,T,-2.066929,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.229000,T,12.440002,F,0.000000,T,18427583,8468149,135539,T,3.285097,T,1.867502,T,-2.066929,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.298000,T,12.440002,F,0.000000,T,18427584,8468149,135733,T,3.382289,T,1.850049,T,-2.066929,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.385000,T,12.440002,F,0.000000,T,18427584,8468149,135834,T,3.498920,T,1.850049,T,-2.066929,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.411000,T,12.440002,F,0.000000,T,18427584,8468149,135945,T,3.498920,T,1.850049,T,-2.066929,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.429000,T,12.440002,F,0.000000,T,18427584,8468149,136046,T,3.498920,T,1.850049,T,-2.066929,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.433000,T,12.440002,F,0.000000,T,18427585,8468149,136153,T,3.382289,T,1.867502,T,-2.066929,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.491000,T,12.440002,F,0.000000,T,18427586,8468148,136262,T,3.382289,T,1.867502,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.508000,T,12.440002,F,0.000000,T,18427586,8468148,136368,T,3.498920,T,1.867502,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.471000,T,12.440002,F,0.000000,T,18427586,8468148,136477,T,3.498920,T,1.867502,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.481000,T,12.440002,F,0.000000,T,18427587,8468148,136588,T,3.498920,T,1.884956,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.465000,T,12.440002,F,0.000000,T,18427587,8468148,136690,T,3.498920,T,1.884956,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.465000,T,12.440002,F,0.000000,T,18427587,8468148,136796,T,3.498920,T,1.884956,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.465000,T,12.440002,F,0.000000,T,18427587,8468148,136803,T,3.498920,T,1.884956,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.476000,T,12.440002,F,0.000000,T,18427587,8468148,136907,T,3.693304,T,1.954700,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.469000,T,12.440002,F,0.000000,T,18427588,8468147,137015,T,3.693304,T,1.954700,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.490000,T,12.440002,F,0.000000,T,18427588,8468147,137117,T,3.596112,T,1.953000,T,-2.099737,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.520000,T,12.440002,F,0.000000,T,18427588,8468147,137225,T,3.596112,T,1.953000,T,-2.066929,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.548000,T,12.420013,F,0.000000,T,18427589,8468147,137335,T,3.596112,T,1.939000,T,-2.066929,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.624000,T,12.420013,F,0.000000,T,18427590,8468147,137434,T,3.596112,T,1.939000,T,-2.066929,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.690000,T,12.420013,F,0.000000,T,18427590,8468147,137537,T,3.596112,T,1.939000,T,-2.066929,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.736000,T,12.420013,F,0.000000,T,18427590,8468147,137647,T,3.498920,T,1.919862,T,-2.066929,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.766000,T,12.420013,F,0.000000,T,18427591,8468147,137756,T,3.498920,T,1.919862,T,-2.066929,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.790000,T,12.420013,F,0.000000,T,18427591,8468146,137861,T,3.498920,T,1.919862,T,-2.066929,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.832000,T,12.420013,F,0.000000,T,18427591,8468146,137972,T,3.498920,T,1.919862,T,-2.066929,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.879000,T,12.420013,F,0.000000,T,18427591,8468146,138077,T,3.498920,T,1.884956,T,-2.066929,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.909000,T,12.420013,F,0.000000,T,18427593,8468146,138186,T,3.498920,T,1.884956,T,-2.001312,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.943000,T,12.420013,F,0.000000,T,18427593,8468146,138296,T,3.498920,T,1.884956,T,-2.001312,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.957000,T,12.420013,F,0.000000,T,18427593,8468146,138402,T,3.382289,T,1.867502,T,-2.001312,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.986000,T,12.420013,F,0.000000,T,18427593,8468146,138512,T,3.382289,T,1.867502,T,-2.001312,F,0.000000
Primary,200kHz,0.000000,32.799999,T,10.004000,T,12.420013,F,0.000000,T,18427593,8468146,138613,T,3.382289,T,1.850049,T,-2.001312,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.991000,T,12.420013,F,0.000000,T,18427594,8468145,138720,T,3.382289,T,1.850049,T,-2.001312,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.955000,T,12.420013,F,0.000000,T,18427595,8468145,138830,T,3.285097,T,1.832596,T,-2.001312,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.909000,T,12.420013,F,0.000000,T,18427596,8468145,139032,T,3.285097,T,1.832596,T,-2.001312,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.927000,T,12.420013,F,0.000000,T,18427596,8468145,139138,T,3.382289,T,1.832596,T,-2.001312,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.855000,T,12.420013,F,0.000000,T,18427596,8468145,139247,T,3.382289,T,1.832596,T,-1.968504,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.819000,T,12.420013,F,0.000000,T,18427596,8468145,139356,T,3.382289,T,1.815143,T,-1.968504,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.794000,T,12.420013,F,0.000000,T,18427597,8468145,139464,T,3.382289,T,1.815143,T,-1.968504,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.746000,T,12.420013,F,0.000000,T,18427598,8468145,139572,T,3.285097,T,1.815143,T,-1.968504,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.643000,T,12.420013,F,0.000000,T,18427598,8468145,139677,T,3.285097,T,1.815143,T,-1.968504,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.589000,T,12.420013,F,0.000000,T,18427598,8468145,139788,T,3.285097,T,1.815143,T,-1.968504,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.530000,T,12.420013,F,0.000000,T,18427598,8468144,139889,T,3.285097,T,1.832596,T,-1.968504,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.463000,T,12.420013,F,0.000000,T,18427598,8468144,139989,T,3.285097,T,1.832596,T,-1.968504,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.392000,T,12.420013,F,0.000000,T,18427599,8468144,140093,T,3.285097,T,1.832596,T,-1.968504,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.367000,T,12.420013,F,0.000000,T,18427599,8468144,140202,T,3.285097,T,1.832596,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.367000,T,12.420013,F,0.000000,T,18427599,8468144,140207,T,3.285097,T,1.832596,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.362000,T,12.420013,F,0.000000,T,18427600,8468144,140310,T,3.285097,T,1.832596,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.279000,T,12.420013,F,0.000000,T,18427600,8468144,140415,T,3.382289,T,1.850049,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.262000,T,12.420013,F,0.000000,T,18427601,8468144,140518,T,3.382289,T,1.850049,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.301000,T,12.420013,F,0.000000,T,18427601,8468144,140627,T,3.285097,T,1.867502,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.307000,T,12.420013,F,0.000000,T,18427601,8468144,140727,T,3.285097,T,1.867502,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.319000,T,12.420013,F,0.000000,T,18427602,8468143,140835,T,3.285097,T,1.867502,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.304000,T,12.420013,F,0.000000,T,18427602,8468143,140944,T,3.285097,T,1.867502,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.289000,T,12.420013,F,0.000000,T,18427603,8468143,141051,T,3.285097,T,1.867502,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.331000,T,12.420013,F,0.000000,T,18427603,8468143,141158,T,3.285097,T,1.850049,T,-2.034121,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.350000,T,12.420013,F,0.000000,T,18427603,8468143,141261,T,3.285097,T,1.850049,T,-1.902887,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.356000,T,12.420013,F,0.000000,T,18427603,8468143,141369,T,3.285097,T,1.850049,T,-1.902887,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.339000,T,12.420013,F,0.000000,T,18427604,8468143,141478,T,3.285097,T,1.850049,T,-1.902887,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.355000,T,12.420013,F,0.000000,T,18427604,8468143,141579,T,3.285097,T,1.850049,T,-1.902887,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.381000,T,12.420013,F,0.000000,T,18427605,8468143,141687,T,3.382289,T,1.832596,T,-1.902887,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.412000,T,12.420013,F,0.000000,T,18427605,8468142,141881,T,3.382289,T,1.815143,T,-1.902887,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.383000,T,12.420013,F,0.000000,T,18427605,8468142,141989,T,3.382289,T,1.815143,T,-1.902887,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.365000,T,12.420013,F,0.000000,T,18427606,8468142,142091,T,3.382289,T,1.815143,T,-1.902887,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.266000,T,12.420013,F,0.000000,T,18427606,8468142,142198,T,3.285097,T,1.815143,T,-1.902887,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.157000,T,12.420013,F,0.000000,T,18427607,8468142,142300,T,3.285097,T,1.815143,T,-1.902887,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.137000,T,12.420013,F,0.000000,T,18427607,8468142,142411,T,3.187905,T,1.797689,T,-1.902887,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.084000,T,12.420013,F,0.000000,T,18427607,8468142,142518,T,3.187905,T,1.797689,T,-1.902887,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.027000,T,12.420013,F,0.000000,T,18427608,8468142,142622,T,3.187905,T,1.797689,T,-1.902887,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.981000,T,12.420013,F,0.000000,T,18427608,8468142,142725,T,3.285097,T,1.780236,T,-1.902887,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.953000,T,12.420013,F,0.000000,T,18427608,8468142,142834,T,3.285097,T,1.780236,T,-1.902887,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.899000,T,12.420013,F,0.000000,T,18427609,8468142,142943,T,3.187905,T,1.762783,T,-1.902887,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.856000,T,12.420013,F,0.000000,T,18427609,8468142,143047,T,3.187905,T,1.762783,T,-1.902887,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.856000,T,12.420013,F,0.000000,T,18427609,8468142,143054,T,3.187905,T,1.762783,T,-1.902887,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.839000,T,12.420013,F,0.000000,T,18427610,8468141,143165,T,3.285097,T,1.762783,T,-1.968504,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.790000,T,12.420013,F,0.000000,T,18427610,8468141,143264,T,3.285097,T,1.762783,T,-1.968504,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.730000,T,12.420013,F,0.000000,T,18427610,8468141,143372,T,3.285097,T,1.762783,T,-1.968504,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.673000,T,12.420013,F,0.000000,T,18427611,8468141,143481,T,3.090713,T,1.762783,T,-1.968504,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.674000,T,12.420013,F,0.000000,T,18427611,8468141,143588,T,3.090713,T,1.762783,T,-1.968504,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.650000,T,12.420013,F,0.000000,T,18427611,8468141,143688,T,3.187905,T,1.762783,T,-1.968504,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.641000,T,12.420013,F,0.000000,T,18427611,8468141,143795,T,3.187905,T,1.762783,T,-1.968504,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.677000,T,12.420013,F,0.000000,T,18427612,8468141,143905,T,3.187905,T,1.762783,T,-1.968504,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.685000,T,12.420013,F,0.000000,T,18427612,8468141,144010,T,3.090713,T,1.762783,T,-1.968504,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.695000,T,12.420013,F,0.000000,T,18427613,8468141,144112,T,3.090713,T,1.762783,T,-1.968504,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.716000,T,12.420013,F,0.000000,T,18427613,8468141,144227,T,3.090713,T,1.745329,T,-2.165354,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.716000,T,12.420013,F,0.000000,T,18427613,8468141,144320,T,3.090713,T,1.745329,T,-2.165354,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.744000,T,12.420013,F,0.000000,T,18427613,8468141,144429,T,3.090713,T,1.745329,T,-2.165354,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.810000,T,12.420013,F,0.000000,T,18427614,8468141,144536,T,3.187905,T,1.727876,T,-2.165354,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.890000,T,12.420013,F,0.000000,T,18427614,8468141,144638,T,3.187905,T,1.727876,T,-2.165354,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.943000,T,12.420013,F,0.000000,T,18427615,8468141,144835,T,3.187905,T,1.710423,T,-2.165354,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.963000,T,12.420013,F,0.000000,T,18427615,8468141,144937,T,3.187905,T,1.710423,T,-2.165354,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.975000,T,12.420013,F,0.000000,T,18427615,8468141,145040,T,3.187905,T,1.710423,T,-2.165354,F,0.000000
Primary,200kHz,0.000000,32.799999,T,8.982000,T,12.420013,F,0.000000,T,18427616,8468141,145140,T,3.187905,T,1.675516,T,-2.165354,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.021000,T,12.420013,F,0.000000,T,18427616,8468141,145242,T,3.187905,T,1.675516,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.039000,T,12.399994,F,0.000000,T,18427616,8468141,145344,T,3.187905,T,1.675516,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.087000,T,12.399994,F,0.000000,T,18427617,8468141,145449,T,3.187905,T,1.675516,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.122000,T,12.399994,F,0.000000,T,18427617,8468141,145556,T,3.187905,T,1.675516,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.113000,T,12.399994,F,0.000000,T,18427618,8468141,145656,T,3.187905,T,1.658063,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.127000,T,12.399994,F,0.000000,T,18427618,8468141,145766,T,3.187905,T,1.658063,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.120000,T,12.399994,F,0.000000,T,18427618,8468141,145866,T,3.285097,T,1.640610,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.141000,T,12.399994,F,0.000000,T,18427618,8468141,145968,T,3.285097,T,1.640610,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.141000,T,12.399994,F,0.000000,T,18427618,8468141,145975,T,3.285097,T,1.640610,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.156000,T,12.399994,F,0.000000,T,18427619,8468141,146084,T,3.187905,T,1.640610,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.179000,T,12.399994,F,0.000000,T,18427620,8468141,146191,T,3.187905,T,1.640610,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.262000,T,12.399994,F,0.000000,T,18427620,8468141,146295,T,3.187905,T,1.640610,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.308000,T,12.399994,F,0.000000,T,18427620,8468141,146394,T,3.285097,T,1.623156,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.324000,T,12.399994,F,0.000000,T,18427620,8468141,146505,T,3.285097,T,1.623156,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.325000,T,12.399994,F,0.000000,T,18427620,8468141,146605,T,3.285097,T,1.605703,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.328000,T,12.399994,F,0.000000,T,18427621,8468141,146711,T,3.285097,T,1.605703,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.344000,T,12.399994,F,0.000000,T,18427622,8468141,146813,T,3.285097,T,1.588250,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.358000,T,12.399994,F,0.000000,T,18427622,8468141,146925,T,3.285097,T,1.588250,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.366000,T,12.399994,F,0.000000,T,18427622,8468141,147030,T,3.285097,T,1.588250,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.423000,T,12.399994,F,0.000000,T,18427622,8468141,147135,T,3.285097,T,1.570796,T,-2.263780,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.486000,T,12.399994,F,0.000000,T,18427623,8468141,147242,T,3.285097,T,1.570796,T,-2.362205,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.558000,T,12.399994,F,0.000000,T,18427623,8468141,147353,T,3.285097,T,1.570796,T,-2.362205,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.608000,T,12.399994,F,0.000000,T,18427623,8468141,147457,T,3.285097,T,1.570796,T,-2.362205,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.634000,T,12.399994,F,0.000000,T,18427623,8468141,147561,T,3.285097,T,1.570796,T,-2.362205,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.658000,T,12.399994,F,0.000000,T,18427624,8468141,147670,T,3.285097,T,1.553343,T,-2.362205,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.671000,T,12.399994,F,0.000000,T,18427624,8468141,147775,T,3.285097,T,1.553343,T,-2.362205,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.715000,T,12.399994,F,0.000000,T,18427625,8468141,147878,T,3.285097,T,1.553343,T,-2.362205,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.753000,T,12.399994,F,0.000000,T,18427625,8468141,148080,T,3.285097,T,1.553343,T,-2.362205,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.722000,T,12.399994,F,0.000000,T,18427626,8468141,148185,T,3.285097,T,1.570796,T,-2.559055,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.691000,T,12.399994,F,0.000000,T,18427626,8468141,148294,T,3.285097,T,1.570796,T,-2.559055,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.664000,T,12.399994,F,0.000000,T,18427626,8468141,148402,T,3.285097,T,1.553343,T,-2.559055,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.633000,T,12.399994,F,0.000000,T,18427627,8468141,148507,T,3.285097,T,1.553343,T,-2.559055,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.596000,T,12.399994,F,0.000000,T,18427627,8468141,148617,T,3.187905,T,1.553343,T,-2.559055,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.560000,T,12.399994,F,0.000000,T,18427627,8468141,148721,T,3.187905,T,1.553343,T,-2.559055,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.538000,T,12.399994,F,0.000000,T,18427628,8468141,148823,T,3.187905,T,1.553343,T,-2.559055,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.518000,T,12.399994,F,0.000000,T,18427628,8468141,148928,T,3.090713,T,1.553343,T,-2.559055,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.542000,T,12.399994,F,0.000000,T,18427628,8468141,149028,T,3.090713,T,1.553343,T,-2.559055,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.523000,T,12.399994,F,0.000000,T,18427629,8468141,149135,T,3.090713,T,1.535890,T,-2.559055,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.538000,T,12.399994,F,0.000000,T,18427629,8468141,149238,T,3.090713,T,1.535890,T,-2.919947,F,0.000000
Primary,200kHz,0.000000,32.799999,T,9.538000,T,12.399994,F,0.000000,T,18427629,8468141,149244,T,3.090713,T,1.535890,T,-2.919947,F,0.000000
