Channel,Frequency,UpperLimit[ft],LowerLimit[ft],DepthValid,Depth[ft],WaterTempValid,WaterTemp[C],WaterSpeedValid,WaterSpeed[kn],PositionValid,PositionX,PositionY,TimeOffset[ms],SpeedValid,Speed[kn],TrackValid,Track[rad],AltitudeValid,Altitude[ft],HeadingValid,Heading[rad]
Primary,200kHz,0.000000,13.100000,T,3.631000,T,12.820007,F,0.000000,T,18427417,8468478,168,T,2.896328,T,1.186824,T,-9.514436,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.631000,T,12.820007,F,0.000000,T,18427418,8468478,274,T,2.896328,T,1.343904,T,-9.514436,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.633000,T,12.820007,F,0.000000,T,18427418,8468478,486,T,2.896328,T,1.343904,T,-9.809711,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.633000,T,12.820007,F,0.000000,T,18427419,8468478,592,T,2.896328,T,1.466077,T,-9.809711,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.668000,T,12.820007,F,0.000000,T,18427420,8468478,804,T,2.993520,T,1.588250,T,-9.809711,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.668000,T,12.820007,F,0.000000,T,18427420,8468478,910,T,2.993520,T,1.588250,T,-9.809711,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.729000,T,12.820007,F,0.000000,T,18427420,8468478,1124,T,2.896328,T,1.710423,T,-9.809711,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.729000,T,12.820007,F,0.000000,T,18427421,8468478,1228,T,2.896328,T,1.710423,T,-9.809711,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.788000,T,12.820007,F,0.000000,T,18427421,8468478,1347,T,2.682505,T,1.832596,T,-9.809711,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.788000,T,12.820007,F,0.000000,T,18427421,8468478,1448,T,2.682505,T,1.832596,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.788000,T,12.820007,F,0.000000,T,18427421,8468478,1550,T,2.799136,T,1.937316,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.788000,T,12.820007,F,0.000000,T,18427421,8468478,1653,T,2.799136,T,1.937316,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.675000,T,12.820007,F,0.000000,T,18427422,8468477,1972,T,2.896328,T,2.042035,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.622000,T,12.820007,F,0.000000,T,18427423,8468476,2292,T,3.187905,T,2.234021,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.622000,T,12.820007,F,0.000000,T,18427424,8468476,2388,T,3.187905,T,2.234021,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.657000,T,12.820007,F,0.000000,T,18427424,8468475,2706,T,3.285097,T,2.321288,T,-10.039370,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.706000,T,12.820007,F,0.000000,T,18427425,8468475,3024,T,3.285097,T,2.495821,T,-10.039370,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.676000,T,12.820007,F,0.000000,T,18427425,8468473,3240,T,3.285097,T,2.495821,T,-10.039370,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.676000,T,12.799988,F,0.000000,T,18427425,8468473,3346,T,3.382289,T,2.548181,T,-10.039370,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.748000,T,12.799988,F,0.000000,T,18427426,8468473,3562,T,3.382289,T,2.548181,T,-10.072178,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.748000,T,12.799988,F,0.000000,T,18427426,8468472,3664,T,3.498920,T,2.617994,T,-10.072178,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.838000,T,12.799988,F,0.000000,T,18427426,8468472,3966,T,3.498920,T,2.652900,T,-10.072178,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.838000,T,12.799988,F,0.000000,T,18427426,8468472,4073,T,3.498920,T,2.652900,T,-10.072178,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.918000,T,12.799988,F,0.000000,T,18427427,8468470,4284,T,3.693304,T,2.719200,T,-10.072178,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.918000,T,12.799988,F,0.000000,T,18427427,8468469,4390,T,3.790497,T,2.768000,T,-10.072178,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.978000,T,12.799988,F,0.000000,T,18427428,8468469,4602,T,3.790497,T,2.768000,T,-10.203412,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.978000,T,12.799988,F,0.000000,T,18427428,8468469,4708,T,3.887689,T,2.789000,T,-10.203412,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.954000,T,12.799988,F,0.000000,T,18427428,8468468,4920,T,4.082073,T,2.811700,T,-10.203412,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.954000,T,12.799988,F,0.000000,T,18427428,8468468,5027,T,4.082073,T,2.811700,T,-10.203412,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.900000,T,12.799988,F,0.000000,T,18427428,8468467,5145,T,4.082073,T,2.834400,T,-10.203412,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.774000,T,12.799988,F,0.000000,T,18427429,8468466,5460,T,4.198704,T,2.872800,T,-10.301838,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.774000,T,12.799988,F,0.000000,T,18427429,8468466,5562,T,4.198704,T,2.872800,T,-10.301838,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.774000,T,12.799988,F,0.000000,T,18427429,8468466,5670,T,4.198704,T,2.905900,T,-10.301838,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.774000,T,12.799988,F,0.000000,T,18427429,8468465,5772,T,4.198704,T,2.905900,T,-10.301838,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.960000,T,12.799988,F,0.000000,T,18427429,8468463,6090,T,4.198704,T,2.935600,T,-10.301838,F,0.000000
Primary,200kHz,0.000000,13.100000,T,3.960000,T,12.799988,F,0.000000,T,18427429,8468463,6190,T,4.295896,T,2.963500,T,-10.301838,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.138000,T,12.799988,F,0.000000,T,18427430,8468461,6507,T,4.393088,T,2.998400,T,-10.236220,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.138000,T,12.799988,F,0.000000,T,18427430,8468460,6617,T,4.393088,T,3.029800,T,-10.236220,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.138000,T,12.799988,F,0.000000,T,18427430,8468460,6719,T,4.393088,T,3.029800,T,-10.236220,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.138000,T,12.799988,F,0.000000,T,18427430,8468459,6823,T,4.393088,T,3.029800,T,-10.236220,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.191000,T,12.799988,F,0.000000,T,18427430,8468459,7039,T,4.490281,T,3.043800,T,-10.236220,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.191000,T,12.799988,F,0.000000,T,18427430,8468458,7146,T,4.587472,T,3.059500,T,-10.236220,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.220000,T,12.799988,F,0.000000,T,18427430,8468458,7363,T,4.587472,T,3.117100,T,-10.236220,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.220000,T,12.799988,F,0.000000,T,18427430,8468457,7560,T,4.587472,T,3.117100,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.325000,T,12.799988,F,0.000000,T,18427430,8468455,7772,T,4.684665,T,3.139800,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.325000,T,12.799988,F,0.000000,T,18427430,8468455,7878,T,4.587472,T,3.148500,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.395000,T,12.799988,F,0.000000,T,18427430,8468455,8090,T,4.587472,T,3.148500,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.395000,T,12.799988,F,0.000000,T,18427430,8468454,8196,T,4.684665,T,3.164200,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.428000,T,12.799988,F,0.000000,T,18427430,8468453,8407,T,4.684665,T,3.214800,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.428000,T,12.799988,F,0.000000,T,18427430,8468452,8514,T,4.684665,T,3.214800,T,-9.908136,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.412000,T,12.799988,F,0.000000,T,18427430,8468451,8730,T,4.684665,T,3.232300,T,-9.908136,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.412000,T,12.799988,F,0.000000,T,18427430,8468451,8738,T,4.684665,T,3.232300,T,-9.908136,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.421000,T,12.799988,F,0.000000,T,18427429,8468449,9054,T,4.781857,T,3.244500,T,-9.908136,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.421000,T,12.799988,F,0.000000,T,18427429,8468449,9160,T,4.781857,T,3.234000,T,-9.908136,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.421000,T,12.799988,F,0.000000,T,18427429,8468448,9268,T,4.781857,T,3.234000,T,-9.908136,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.410000,T,12.799988,F,0.000000,T,18427429,8468447,9583,T,4.781857,T,3.263700,T,-9.973753,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.617000,T,12.799988,F,0.000000,T,18427429,8468445,9897,T,4.898488,T,3.279400,T,-9.973753,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.617000,T,12.799988,F,0.000000,T,18427429,8468444,9999,T,4.781857,T,3.286400,T,-9.973753,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.617000,T,12.799988,F,0.000000,T,18427429,8468444,10106,T,4.781857,T,3.286400,T,-9.973753,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.617000,T,12.799988,F,0.000000,T,18427429,8468443,10213,T,5.092872,T,3.305600,T,-9.973753,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.617000,T,12.799988,F,0.000000,T,18427429,8468443,10312,T,5.092872,T,3.305600,T,-9.973753,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.642000,T,12.799988,F,0.000000,T,18427428,8468442,10629,T,5.092872,T,3.314300,T,-9.908136,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.642000,T,12.799988,F,0.000000,T,18427428,8468441,10731,T,5.092872,T,3.314300,T,-9.908136,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.642000,T,12.799988,F,0.000000,T,18427428,8468440,10834,T,5.190064,T,3.366700,T,-9.908136,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.642000,T,12.799988,F,0.000000,T,18427428,8468440,10933,T,5.190064,T,3.366700,T,-9.908136,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.645000,T,12.799988,F,0.000000,T,18427428,8468439,11153,T,5.092872,T,3.371900,T,-9.908136,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.645000,T,12.799988,F,0.000000,T,18427427,8468438,11250,T,5.092872,T,3.371900,T,-9.908136,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.606000,T,12.779999,F,0.000000,T,18427427,8468437,11466,T,5.190064,T,3.389400,T,-10.137795,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.606000,T,12.779999,F,0.000000,T,18427427,8468437,11567,T,5.190064,T,3.405100,T,-10.137795,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.523000,T,12.779999,F,0.000000,T,18427427,8468435,11870,T,5.190064,T,3.454000,T,-10.137795,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.523000,T,12.779999,F,0.000000,T,18427426,8468434,11977,T,5.190064,T,3.454000,T,-10.137795,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.526000,T,12.779999,F,0.000000,T,18427426,8468434,12189,T,5.190064,T,3.464400,T,-10.137795,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.526000,T,12.779999,F,0.000000,T,18427426,8468433,12295,T,5.190064,T,3.464400,T,-10.137795,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.599000,T,12.779999,F,0.000000,T,18427425,8468431,12507,T,5.287257,T,3.478400,T,-10.072178,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.599000,T,12.779999,F,0.000000,T,18427425,8468430,12613,T,5.481641,T,3.502800,T,-10.072178,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.713000,T,12.779999,F,0.000000,T,18427425,8468429,12830,T,5.481641,T,3.530800,T,-10.072178,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.713000,T,12.779999,F,0.000000,T,18427425,8468429,12936,T,5.481641,T,3.530800,T,-10.072178,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.770000,T,12.779999,F,0.000000,T,18427424,8468428,13052,T,5.481641,T,3.530800,T,-10.072178,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.770000,T,12.779999,F,0.000000,T,18427424,8468428,13154,T,5.384449,T,3.543000,T,-10.072178,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.770000,T,12.779999,F,0.000000,T,18427424,8468427,13263,T,5.384449,T,3.543000,T,-10.072178,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.770000,T,12.779999,F,0.000000,T,18427424,8468427,13370,T,5.384449,T,3.563900,T,-10.072178,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.770000,T,12.779999,F,0.000000,T,18427423,8468426,13471,T,5.384449,T,3.563900,T,-9.908136,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.770000,T,12.779999,F,0.000000,T,18427423,8468426,13578,T,5.598272,T,3.597100,T,-9.908136,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.770000,T,12.779999,F,0.000000,T,18427423,8468425,13681,T,5.598272,T,3.597100,T,-9.908136,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.820000,T,12.779999,F,0.000000,T,18427422,8468423,13996,T,5.598272,T,3.609300,T,-9.908136,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.772000,T,12.779999,F,0.000000,T,18427422,8468423,14210,T,5.598272,T,3.626700,T,-9.908136,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.772000,T,12.779999,F,0.000000,T,18427421,8468422,14318,T,5.598272,T,3.626700,T,-9.908136,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.772000,T,12.779999,F,0.000000,T,18427420,8468421,14417,T,5.695464,T,3.673900,T,-9.908136,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.734000,T,12.779999,F,0.000000,T,18427420,8468420,14735,T,5.695464,T,3.691300,T,-9.711287,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.734000,T,12.779999,F,0.000000,T,18427419,8468419,14840,T,5.695464,T,3.691300,T,-9.711287,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.734000,T,12.779999,F,0.000000,T,18427419,8468419,14939,T,5.695464,T,3.689600,T,-9.711287,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.734000,T,12.779999,F,0.000000,T,18427419,8468418,15040,T,5.695464,T,3.689600,T,-9.711287,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.772000,T,12.779999,F,0.000000,T,18427418,8468417,15255,T,5.695464,T,3.710500,T,-9.711287,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.772000,T,12.779999,F,0.000000,T,18427418,8468417,15357,T,5.695464,T,3.710500,T,-9.711287,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.738000,T,12.779999,F,0.000000,T,18427417,8468416,15573,T,5.792656,T,3.710500,T,-9.744095,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.738000,T,12.779999,F,0.000000,T,18427417,8468415,15680,T,5.695464,T,3.722700,T,-9.744095,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.719000,T,12.779999,F,0.000000,T,18427415,8468413,15983,T,5.889849,T,3.813500,T,-9.744095,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.719000,T,12.779999,F,0.000000,T,18427415,8468413,16091,T,5.889849,T,3.813500,T,-9.744095,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.741000,T,12.779999,F,0.000000,T,18427415,8468412,16301,T,5.792656,T,3.806500,T,-9.744095,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.741000,T,12.779999,F,0.000000,T,18427414,8468411,16407,T,5.792656,T,3.806500,T,-9.744095,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.742000,T,12.779999,F,0.000000,T,18427413,8468410,16617,T,5.792656,T,3.783800,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.742000,T,12.779999,F,0.000000,T,18427413,8468410,16724,T,5.792656,T,3.783800,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.689000,T,12.779999,F,0.000000,T,18427412,8468409,16941,T,5.889849,T,3.783800,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.689000,T,12.779999,F,0.000000,T,18427412,8468408,17047,T,5.889849,T,3.783800,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.645000,T,12.779999,F,0.000000,T,18427412,8468408,17164,T,5.792656,T,3.790800,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.645000,T,12.779999,F,0.000000,T,18427411,8468407,17265,T,5.792656,T,3.790800,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.645000,T,12.779999,F,0.000000,T,18427411,8468407,17373,T,5.792656,T,3.796000,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.645000,T,12.779999,F,0.000000,T,18427410,8468406,17481,T,5.792656,T,3.796000,T,-10.006558,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.619000,T,12.779999,F,0.000000,T,18427409,8468405,17798,T,5.792656,T,3.825700,T,-10.400263,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.682000,T,12.779999,F,0.000000,T,18427408,8468404,18012,T,5.792656,T,3.813500,T,-10.400263,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.682000,T,12.779999,F,0.000000,T,18427408,8468404,18115,T,5.987041,T,3.827500,T,-10.400263,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.761000,T,12.779999,F,0.000000,T,18427407,8468403,18432,T,5.792656,T,3.820500,T,-10.400263,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.761000,T,12.779999,F,0.000000,T,18427406,8468402,18531,T,5.792656,T,3.820500,T,-10.400263,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.787000,T,12.779999,F,0.000000,T,18427405,8468400,18848,T,5.792656,T,3.836200,T,-10.761155,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.787000,T,12.779999,F,0.000000,T,18427405,8468400,18961,T,5.889849,T,3.844900,T,-10.761155,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.787000,T,12.779999,F,0.000000,T,18427404,8468399,19052,T,5.889849,T,3.844900,T,-10.761155,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.787000,T,12.779999,F,0.000000,T,18427404,8468399,19153,T,5.987041,T,3.858900,T,-10.761155,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.866000,T,12.750000,F,0.000000,T,18427403,8468398,19369,T,5.889849,T,3.855400,T,-10.761155,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.866000,T,12.750000,F,0.000000,T,18427402,8468397,19470,T,5.889849,T,3.855400,T,-10.761155,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.967000,T,12.750000,F,0.000000,T,18427401,8468397,19687,T,5.987041,T,3.851900,T,-10.990810,F,0.000000
Primary,200kHz,0.000000,13.100000,T,4.967000,T,12.750000,F,0.000000,T,18427401,8468397,19788,T,5.987041,T,3.851900,T,-10.990810,F,0.000000
Primary,200kHz,0.000000,13.100000,T,5.119000,T,12.750000,F,0.000000,T,18427400,8468395,20092,T,5.987041,T,3.839700,T,-10.990810,F,0.000000
Primary,200kHz,0.000000,13.100000,T,5.339000,T,12.750000,F,0.000000,T,18427400,8468395,20203,T,5.792656,T,3.858900,T,-10.990810,F,0.000000
Primary,200kHz,0.000000,13.100000,T,5.542000,T,12.750000,F,0.000000,T,18427400,8468395,20311,T,5.792656,T,3.858900,T,-10.990810,F,0.000000
Primary,200kHz,0.000000,13.100000,T,5.688000,T,12.750000,F,0.000000,T,18427399,8468394,20422,T,5.598272,T,3.827500,T,-10.990810,F,0.000000
Primary,200kHz,0.000000,13.100000,T,5.791000,T,12.750000,F,0.000000,T,18427398,8468393,20531,T,5.598272,T,3.827500,T,-10.990810,F,0.000000
Primary,200kHz,0.000000,13.100000,T,5.854000,T,12.750000,F,0.000000,T,18427397,8468392,20637,T,5.598272,T,3.827500,T,-11.220472,F,0.000000
Primary,200kHz,0.000000,13.100000,T,5.890000,T,12.750000,F,0.000000,T,18427397,8468392,20744,T,5.792656,T,3.820500,T,-11.220472,F,0.000000
Primary,200kHz,0.000000,13.100000,T,5.920000,T,12.750000,F,0.000000,T,18427397,8468392,20852,T,5.792656,T,3.820500,T,-11.220472,F,0.000000
Primary,200kHz,0.000000,13.100000,T,5.959000,T,12.750000,F,0.000000,T,18427396,8468390,20965,T,5.598272,T,3.794300,T,-11.220472,F,0.000000
Primary,200kHz,0.000000,13.100000,T,5.981000,T,12.750000,F,0.000000,T,18427396,8468390,21068,T,5.598272,T,3.794300,T,-11.220472,F,0.000000
Primary,200kHz,0.000000,13.100000,T,5.995000,T,12.750000,F,0.000000,T,18427396,8468390,21175,T,5.481641,T,3.764600,T,-11.220472,F,0.000000
Primary,200kHz,0.000000,13.100000,T,5.982000,T,12.750000,F,0.000000,T,18427396,8468390,21283,T,5.481641,T,3.764600,T,-11.220472,F,0.000000
Primary,200kHz,0.000000,13.100000,T,5.982000,T,12.750000,F,0.000000,T,18427396,8468390,21290,T,5.481641,T,3.764600,T,-11.220472,F,0.000000
Primary,200kHz,0.000000,13.100000,T,5.976000,T,12.750000,F,0.000000,T,18427395,8468389,21400,T,5.481641,T,3.764600,T,-11.220472,F,0.000000
Primary,200kHz,0.000000,13.100000,T,6.037000,T,12.750000,F,0.000000,T,18427395,8468389,21501,T,5.190064,T,3.741900,T,-11.220472,F,0.000000
Primary,200kHz,0.000000,13.100000,T,6.121000,T,12.750000,F,0.000000,T,18427394,8468388,21609,T,5.190064,T,3.741900,T,-11.253282,F,0.000000
Primary,200kHz,0.000000,13.100000,T,6.162000,T,12.750000,F,0.000000,T,18427394,8468388,21720,T,5.190064,T,3.714000,T,-11.253282,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.235000,T,12.750000,F,0.000000,T,18427394,8468388,21830,T,5.190064,T,3.714000,T,-11.253282,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.353000,T,12.750000,F,0.000000,T,18427393,8468387,21934,T,4.995680,T,3.642500,T,-11.253282,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.416000,T,12.750000,F,0.000000,T,18427393,8468387,22043,T,4.995680,T,3.642500,T,-11.253282,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.460000,T,12.750000,F,0.000000,T,18427393,8468386,22151,T,4.995680,T,3.642500,T,-11.253282,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.488000,T,12.750000,F,0.000000,T,18427392,8468385,22255,T,4.684665,T,3.565700,T,-11.253282,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.495000,T,12.750000,F,0.000000,T,18427392,8468385,22364,T,4.684665,T,3.565700,T,-11.253282,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.500000,T,12.750000,F,0.000000,T,18427392,8468384,22473,T,4.684665,T,3.539500,T,-11.253282,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.478000,T,12.750000,F,0.000000,T,18427392,8468383,22577,T,4.684665,T,3.539500,T,-11.187664,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.424000,T,12.750000,F,0.000000,T,18427392,8468383,22687,T,4.587472,T,3.494100,T,-11.187664,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.357000,T,12.750000,F,0.000000,T,18427392,8468383,22794,T,4.587472,T,3.494100,T,-11.187664,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.266000,T,12.750000,F,0.000000,T,18427391,8468382,22899,T,4.587472,T,3.494100,T,-11.187664,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.173000,T,12.750000,F,0.000000,T,18427391,8468381,23106,T,4.684665,T,3.462700,T,-11.187664,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.163000,T,12.750000,F,0.000000,T,18427391,8468380,23207,T,4.684665,T,3.440000,T,-11.187664,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.111000,T,12.750000,F,0.000000,T,18427391,8468380,23316,T,4.684665,T,3.440000,T,-11.187664,F,0.000000
Primary,200kHz,0.000000,19.600000,T,5.992000,T,12.750000,F,0.000000,T,18427390,8468379,23426,T,4.490281,T,3.408600,T,-11.187664,F,0.000000
Primary,200kHz,0.000000,19.600000,T,5.868000,T,12.750000,F,0.000000,T,18427390,8468379,23528,T,4.490281,T,3.408600,T,-11.187664,F,0.000000
Primary,200kHz,0.000000,19.600000,T,5.800000,T,12.750000,F,0.000000,T,18427390,8468379,23637,T,4.490281,T,3.408600,T,-10.892388,F,0.000000
Primary,200kHz,0.000000,19.600000,T,5.741000,T,12.750000,F,0.000000,T,18427390,8468379,23744,T,4.587472,T,3.401600,T,-10.892388,F,0.000000
Primary,200kHz,0.000000,19.600000,T,5.866000,T,12.750000,F,0.000000,T,18427390,8468378,23857,T,4.587472,T,3.401600,T,-10.892388,F,0.000000
Primary,200kHz,0.000000,19.600000,T,5.882000,T,12.750000,F,0.000000,T,18427390,8468378,23965,T,4.587472,T,3.358000,T,-10.892388,F,0.000000
Primary,200kHz,0.000000,19.600000,T,5.958000,T,12.750000,F,0.000000,T,18427390,8468378,24066,T,4.587472,T,3.358000,T,-10.892388,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.063000,T,12.750000,F,0.000000,T,18427390,8468377,24172,T,4.684665,T,3.307300,T,-10.892388,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.190000,T,12.750000,F,0.000000,T,18427389,8468376,24275,T,4.684665,T,3.307300,T,-10.892388,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.348000,T,12.750000,F,0.000000,T,18427389,8468376,24382,T,4.684665,T,3.307300,T,-10.892388,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.348000,T,12.750000,F,0.000000,T,18427389,8468376,24393,T,4.684665,T,3.307300,T,-10.892388,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.420000,T,12.750000,F,0.000000,T,18427389,8468375,24498,T,4.684665,T,3.298600,T,-10.892388,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.420000,T,12.750000,F,0.000000,T,18427389,8468375,24594,T,4.684665,T,3.298600,T,-10.597113,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.434000,T,12.750000,F,0.000000,T,18427389,8468374,24705,T,4.587472,T,3.288200,T,-10.597113,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.434000,T,12.750000,F,0.000000,T,18427389,8468373,24801,T,4.587472,T,3.288200,T,-10.597113,F,0.000000
Primary,200kHz,0.000000,19.600000,T,6.410000,T,12.750000,F,0.000000,T,18427389,8468373,24912,T,4.587472,T,3.272400,T,-10.597113,F,0.000000
